Symbol,Name,ISIN,Exchange,Sector,Series
MITSHI,Mitshi India Limited,INE844D01017,BSE,Unknown,EQ
SHUKJEW,Shukra Jewellers Limited,INE344E01016,BSE,Unknown,EQ
SOVERDIA,Sovereign Diamonds Ltd,INE959D01013,BSE,Unknown,EQ
MUKATPIP,Mukat Pipes Limited,INE862C01029,BSE,Unknown,EQ
INNOVTEC,Innovative Tech Pack Ltd,INE965C01038,BSE,Unknown,EQ
SUPTANERY,Super Tannery Limited,INE460D01038,BSE,Unknown,EQ
CONSTRONIC,CONSTRONICS INFRA LIMITED,INE537B01011,BSE,Unknown,EQ
AXTEL,Axtel Industries Ltd.,INE767C01012,BSE,Unknown,EQ
GRANDOAK,GRAND OAK CANYONS DISTILLERY LIMITED,INE926B01016,BSE,Unknown,EQ
EASTINDIA,East India Drums and Barrels Manufacturing Limited,INE191C01023,BSE,Unknown,EQ
VRWODAR,V R Woodart Ltd,INE317D01014,BSE,Unknown,EQ
APIL,AVI PRODUCTS INDIA LIMITED,INE316O01021,BSE,Unknown,EQ
HINFLUR,Hindustan Flurocarbons Ltd.,INE806J01013,BSE,Unknown,EQ
PATIDAR,Patidar Buildcon Limited,INE637N01014,BSE,Unknown,EQ
VENLONENT,Venlon Enterprises Ltd.,INE204D01022,BSE,Unknown,EQ
PETPLST,Pet Plastics Ltd.,INE704F01018,BSE,Unknown,EQ
PANIDPR,Panther Industrial Products Ltd.,INE181D01014,BSE,Unknown,EQ
HARLETH,Haryana Leather Chemicals Ltd.,INE681F01018,BSE,Unknown,EQ
PCCOSMA,Pee Cee Cosma Sope Ltd.,INE417E01010,BSE,Unknown,EQ
TCMLMTD,TCM Ltd.,INE034F01010,BSE,Unknown,EQ
KESARPE,Kesar Petroproducts Ltd,INE133C01033,BSE,Unknown,EQ
LACTOSE,Lactose (India) Ltd.,INE058I01013,BSE,Unknown,EQ
TEEAI,Teesta Agro Industries Ltd,INE757D01011,BSE,Unknown,EQ
PNTKYOR,Pentokey Organy (India) Ltd.,INE702E01015,BSE,Unknown,EQ
GUJINJEC,Gujarat Inject (Kerala) Ltd.,INE659F01014,BSE,Unknown,EQ
GUJTERC,Gujarat Terce Laboratories Ltd,INE499G01013,BSE,Unknown,EQ
KABRADG,Kabra Drugs Ltd,INE323K01017,BSE,Unknown,EQ
SHHARICH,Shree Hari Chemicals Export Ltd.,INE065E01017,BSE,Unknown,EQ
ISHITADR,Ishita Drugs & Industries Ltd.,INE806D01016,BSE,Unknown,EQ
UNIVSTAR,Universal Starch-Chem Allied Ltd.,INE113E01015,BSE,Unknown,EQ
NORRIS,Norris Medicines Ltd.,INE744C01029,BSE,Unknown,EQ
ASINPET,Asian Petroproducts & Exports Ltd.,INE810M01019,BSE,Unknown,EQ
CAMEXLTD,Camex  Ltd.,INE198C01010,BSE,Unknown,EQ
EVEXIA,EVEXIA LIFECARE LIMITED,INE313M01030,BSE,Unknown,EQ
INDOEURO,Indo Euro Indchem Limited,INE319N01019,BSE,Unknown,EQ
RIDDHI,Riddhi Siddhi Gluco Biols Ltd,INE249D01019,BSE,Unknown,EQ
RAAJMEDI,Raaj Medisafe India Limited,INE548H01015,BSE,Unknown,EQ
CORALAB,Coral Laboratories Ltd.,INE683E01017,BSE,Unknown,EQ
TULASEEBIOE,Tulasee Bio-Ethanol Ltd.,INE276N01011,BSE,Unknown,EQ
BACPHAR,Bacil Pharma Ltd.,INE711D01018,BSE,Unknown,EQ
KMCSHIL,KMC Speciality Hospitals India Limited,INE879K01018,BSE,Unknown,EQ
LAFFANSQ,Laffans Petrochemicals Ltd.,INE919B01011,BSE,Unknown,EQ
BHASKAGR,Bhaskar Agrochemicals Ltd.,INE972C01018,BSE,Unknown,EQ
SATAGRI,Satiate Agri Limited,INE06DM01015,BSE,Unknown,EQ
SHARMEH,Sharma East India Hospitals And Res,INE465H01012,BSE,Unknown,EQ
GAYATRIBI,Gayatri BioOrganics Ltd,INE052E01015,BSE,Unknown,EQ
PHARMAID,Pharmaids Pharmaceuticals Ltd.,INE117D01018,BSE,Unknown,EQ
VIVIDIND,Vivid Global Industries Limited,INE737C01023,BSE,Unknown,EQ
PRIYALT,Priya Limited.,INE686C01014,BSE,Unknown,EQ
TIRUSTA,Tirupati Starch & Chemicals Ltd.,INE314D01011,BSE,Unknown,EQ
HEMORGANIC,Hemo Organic Limited,INE422G01015,BSE,Unknown,EQ
JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED,INE263B01022,BSE,Unknown,EQ
AEONXDIGI,Aeonx Digital Technology Limited,INE994D01010,BSE,Unknown,EQ
BANDARAM,BANDARAM PHARMA PACKTECH LIMITED,INE875N01036,BSE,Unknown,EQ
ADLINE,ADLINE CHEM LAB LIMITED,INE276T01018,BSE,Unknown,EQ
BERLDRG,Beryl Drugs Ltd.,INE415H01017,BSE,Unknown,EQ
INDXTRA,IEL LIMITED,INE056E01024,BSE,Unknown,EQ
ISTRNETWK,iStreet Network Limited,INE532B01020,BSE,Unknown,EQ
GAGAN,Gagan Gases Ltd.,INE076D01016,BSE,Unknown,EQ
PARKERAC,Parker Agro Chem Export Ltd.,INE750B01010,BSE,Unknown,EQ
SHUKRAPHAR,Shukra Pharmaceuticals Limited,INE551C01044,BSE,Unknown,EQ
ALUFLUOR,Alufluoride  Ltd.,INE058F01019,BSE,Unknown,EQ
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITED,INE102E01018,BSE,Unknown,EQ
ARCHITORG,Archit Organosys Limited,INE078I01011,BSE,Unknown,EQ
SIKOZY,Sikozy Realtors Limited,INE528E01022,BSE,Unknown,EQ
BIBCL,Bharat Immunologicals & Biologicals,INE994B01014,BSE,Unknown,EQ
KABSON,Kabsons Industries Ltd.,INE645C01010,BSE,Unknown,EQ
BASANTGL,Basant Agro-Tech (India) Ltd.,INE473E01021,BSE,Unknown,EQ
SANDUPHQ,Sandu Pharmaceuticals Ltd.,INE751D01014,BSE,Unknown,EQ
VISTAPH,Vista Pharmaceuticals Ltd.,INE427C01021,BSE,Unknown,EQ
TITANBIO,Titan Bio-Tech Ltd.,INE150C01011,BSE,Unknown,EQ
BIJHANS,Bijoy Hans Ltd,INE491D01017,BSE,Unknown,EQ
SDL,Span Divergent Limited,INE004E01016,BSE,Unknown,EQ
JENBURPH,Jenburkt Pharmaceuticals Ltd.,INE354A01013,BSE,Unknown,EQ
LINKPH,Link Pharma Chem Ltd.,INE302F01011,BSE,Unknown,EQ
DECIPHER,DECIPHER LABS LIMITED,INE643N01012,BSE,Unknown,EQ
EMMESSA,Emmessar Biotech & Nutrition Ltd.,INE634B01016,BSE,Unknown,EQ
PHYTO,Phyto Chem (India) Ltd.,INE037C01010,BSE,Unknown,EQ
DYNAMIND,Dynamic Industries Ltd.,INE457C01010,BSE,Unknown,EQ
BDH,BDH Industries Ltd.,INE278D01018,BSE,Unknown,EQ
JAUSPOL,Jauss Polymers Ltd,INE593O01017,BSE,Unknown,EQ
PROCAL,Procal Electronics India Ltd,INE700B01015,BSE,Unknown,EQ
GLOBUSCON,Globus Constructors & Developers Limited,INE064L01015,BSE,Unknown,EQ
POLYCHMP,Polymechplast Machines Ltd.,INE809B01014,BSE,Unknown,EQ
STELLANT,STELLANT SECURITIES (INDIA) LIMITED,INE395F01023,BSE,Unknown,EQ
GALXBRG,Galaxy Bearings Ltd.,INE020S01012,BSE,Unknown,EQ
SCAGRO,SC Agrotech Limited,INE895E01017,BSE,Unknown,EQ
RALEGRA,Ravileela Granites Limited,INE427E01027,BSE,Unknown,EQ
UNRYLMA,Uniroyal Marine Exports Ltd.,INE602H01010,BSE,Unknown,EQ
KARANWO,Karan Woo-sin ltd.,INE327D01013,BSE,Unknown,EQ
SHERVANI,Shervani Industrial syndicate Ltd,INE011D01013,BSE,Unknown,EQ
BNAGROCHEM,BN AGROCHEM LIMITED,INE00HZ01011,BSE,Unknown,EQ
SUPERTEX,Supertex Industries Ltd,INE881B01054,BSE,Unknown,EQ
SHETR,Shetron Ltd.,INE278C01010,BSE,Unknown,EQ
TRABI,Transgene Biotek Ltd.,INE773D01018,BSE,Unknown,EQ
NIKHILAD,Nikhil Adhesives Ltd.,INE926C01022,BSE,Unknown,EQ
SPENTA,Spenta International Ltd.,INE175C01018,BSE,Unknown,EQ
MULTIBASE,Multibase India Ltd,INE678F01014,BSE,Unknown,EQ
LUDLOWJUT,Ludlow Jute & Specialities Ltd,INE983C01015,BSE,Unknown,EQ
ASHRAM,Ashram Online.com Ltd,INE293C01019,BSE,Unknown,EQ
ROYALCU,Royal Cushion Vinyl Products Ltd.,INE618A01011,BSE,Unknown,EQ
NOGMIND,Neogem India Limited,INE552E01014,BSE,Unknown,EQ
SURJIND,Suraj Industries Limited.,INE170U01011,BSE,Unknown,EQ
BLOOM,Bloom Dekor Ltd.,INE253C01013,BSE,Unknown,EQ
STDSFAC,Standard Surfactants Ltd.,INE307D01015,BSE,Unknown,EQ
MORGAN,Morgan Ventures Ltd.,INE902C01015,BSE,Unknown,EQ
AMRAPLIN,Amrapali Industries Ltd,INE762C01021,BSE,Unknown,EQ
MIDEASTP,Mid East Portfolio Management Ltd.,INE033E01015,BSE,Unknown,EQ
CRSTCHM,Crestchem Ltd.,INE293N01016,BSE,Unknown,EQ
DIVSHKT,DIVYASHAKTI LIMITED,INE410G01010,BSE,Unknown,EQ
ADVMULT,Advance Multitech Ltd.,INE875S01019,BSE,Unknown,EQ
PANJON,Panjon Ltd.,INE744D01019,BSE,Unknown,EQ
NIRBHAYIND,Nirbhay Colours India Limited,INE218T01010,BSE,Unknown,EQ
DUROPACK,Duropack Ltd,INE138B01018,BSE,Unknown,EQ
SWARNSAR,SWARNSARITA JEWELS INDIA LIMITED,INE967A01012,BSE,Unknown,EQ
CINDHO,Cindrella Hotels Ltd.,INE908C01012,BSE,Unknown,EQ
HAMPTON,HAMPTON SKY REALTY LIMITED,INE299D01022,BSE,Unknown,EQ
KKALPANAIND,Kkalpana Industries (India) Ltd,INE301C01028,BSE,Unknown,EQ
OKPLA,OK Play India Ltd.,INE870B01024,BSE,Unknown,EQ
WELTI,Welterman International Ltd.,INE662D01013,BSE,Unknown,EQ
ASMTEC,ASM Technologies Ltd.,INE867C01010,BSE,Unknown,EQ
PERFEPA,Perfectpac Limited,INE759I01024,BSE,Unknown,EQ
AMBIT,Ambitious Plastomac Ltd.,INE267C01013,BSE,Unknown,EQ
VISIONCINE,Vision Cinemas Limited,INE515B01025,BSE,Unknown,EQ
AEIM,Artificial Electronics Intelligent Material Limited,INE072B01027,BSE,Unknown,EQ
INDRANIB,Indrayani Biotech Ltd.,INE007C01021,BSE,Unknown,EQ
EUROLED,Euro Leder Fashion Ltd.,INE940E01011,BSE,Unknown,EQ
WINSOMBR,Winsome Breweries Ltd.,INE391C01011,BSE,Unknown,EQ
ELEFLOR,Elegant Floriculture & Agrotech (In,INE152E01013,BSE,Unknown,EQ
SAENTER,South Asian Enteprises Ltd.,INE118B01010,BSE,Unknown,EQ
SKYIND,Sky Industries Ltd,INE765B01018,BSE,Unknown,EQ
BHUDEVI,BHUDEVI INFRA PROJECTS LIMITED,INE432N01010,BSE,Unknown,EQ
PRATIK,Pratik Panels Ltd.,INE206C01029,BSE,Unknown,EQ
RISHIROOP,Rishiroop Limited,INE582D01013,BSE,Unknown,EQ
PROMACT,PROMACT IMPEX LIMITED,INE818D01011,BSE,Unknown,EQ
DOLPHMED,Dolphin Medical Services Ltd.,INE796B01013,BSE,Unknown,EQ
SYSTMTXC,Systematix Corporate Services Ltd.,INE356B01024,BSE,Unknown,EQ
SHAHISHIP,Shahi Shipping Limited,INE825D01016,BSE,Unknown,EQ
ALPINEHOU,Alpine Housing Development Corporat,INE840D01015,BSE,Unknown,EQ
WWALUM,WORLDWIDE ALUMINIUM LIMITED,INE550D01010,BSE,Unknown,EQ
IIRM,IIRM HOLDINGS INDIA LIMITED,INE670C01026,BSE,Unknown,EQ
SFPIL,Square Four Projects India Limited,INE716K01020,BSE,Unknown,EQ
CHOKSILA,Choksi Laboratories Ltd.,INE493D01013,BSE,Unknown,EQ
SALGUTI,Salguti Industries Ltd.,INE159C01012,BSE,Unknown,EQ
LONTE,Longview Tea Company ltd.,INE696E01019,BSE,Unknown,EQ
MIDWEST,Midwest Gold Ltd,INE519N01014,BSE,Unknown,EQ
ENTRINT,Enterprise International Limited,INE439G01019,BSE,Unknown,EQ
PHOTOQUP,Photoquip India Ltd.,INE813B01016,BSE,Unknown,EQ
EXPOEAPL,EXPO ENGINEERING AND PROJECTS LIMITED,INE561D01025,BSE,Unknown,EQ
NATPLAS,National Plastic Industries Ltd.,INE233D01013,BSE,Unknown,EQ
MFLINDIA,MFL India Ltd,INE244C01020,BSE,Unknown,EQ
AJWAFUN,Ajwa Fun World & Resorts Ltd,INE863E01015,BSE,Unknown,EQ
TEXELIN,Texel Industries Ltd.,INE594V01028,BSE,Unknown,EQ
RAYALEMA,Royale Manor Hotels & Industries Lt,INE008C01011,BSE,Unknown,EQ
THAKDEV,Thakker's Developers Ltd.,INE403F01017,BSE,Unknown,EQ
TIRTPLS,Tirth Plastic Ltd.,INE008N01018,BSE,Unknown,EQ
POLOHOT,Polo Hotels Ltd.,INE084C01012,BSE,Unknown,EQ
ECOPLAST,Ecoplast Ltd.,INE423D01010,BSE,Unknown,EQ
ELEMARB,Elegant Marbles & Grani Industries,INE095B01010,BSE,Unknown,EQ
BITS,BITS Ltd,INE839A01021,BSE,Unknown,EQ
ADARSHPL,Adarsh Plant Project Ltd.,INE627D01016,BSE,Unknown,EQ
HPBL,HCP PLASTENE BULKPACK LIMITED,INE136C01044,BSE,Unknown,EQ
NICCOPAR,Nicco Parks And Resorts Ltd.,INE653C01022,BSE,Unknown,EQ
NTCIND,NTC INDUSTRIES LIMITED,INE920C01017,BSE,Unknown,EQ
GARNET,Garnet Construction Ltd.,INE797D01017,BSE,Unknown,EQ
BRIGHTBR,Bright Brothers Ltd.,INE630D01010,BSE,Unknown,EQ
PGFOILQ,P.G.Foils Ltd.,INE078D01012,BSE,Unknown,EQ
GRATEXI,Gratex Industries Ltd.,INE915E01013,BSE,Unknown,EQ
VELHO,Velan Hotels Ltd.,INE548D01014,BSE,Unknown,EQ
HOWARHO,Howard Hotels Limited,INE931B01016,BSE,Unknown,EQ
VALIANT,Valiant Communications Ltd.,INE760B01019,BSE,Unknown,EQ
DRAGARWQ,Dr.Agarwals Eye Hospital Ltd.,INE934C01018,BSE,Unknown,EQ
MHSGRMS,Mahasagar Travels Ltd.,INE007G01014,BSE,Unknown,EQ
UNQTYMI,Union Quality Plastics Ltd.,INE338N01019,BSE,Unknown,EQ
RAGHUNAT,Raghunath International Ltd.,INE753B01014,BSE,Unknown,EQ
DAICHI,Dai-Ichi Karkaria Ltd.,INE928C01010,BSE,Unknown,EQ
RAJINFRA,Rajeswari Infrastructure Limited,INE016C01014,BSE,Unknown,EQ
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMITED,INE882D01017,BSE,Unknown,EQ
SIPL,Shelter Infra Projects Limited,INE413C01013,BSE,Unknown,EQ
SHAKTIPR,Shakti Press Ltd.,INE794C01016,BSE,Unknown,EQ
ASHSI,Ashirwad Steels & Industries  Ltd.,INE338C01012,BSE,Unknown,EQ
BI,Bilcare Ltd.,INE986A01012,BSE,Unknown,EQ
ISFL,ISF LIMITED,INE973B01026,BSE,Unknown,EQ
RISHILASE,Rishi Laser  Ltd.,INE988D01012,BSE,Unknown,EQ
JAINCO,Jainco Projects (India) Ltd.,INE966C01010,BSE,Unknown,EQ
KUMPFIN,Kumbhat Financial Services Ltd.,INE795E01019,BSE,Unknown,EQ
INTECCAP,Intec Capital Limited,INE017E01018,BSE,Unknown,EQ
RAJGASES,Rajasthan Gases Ltd.,INE184D01026,BSE,Unknown,EQ
SIDDHEGA,Siddheswari Garments Ltd.,INE797C01019,BSE,Unknown,EQ
SHIKHAR,Shikhar Consultants Ltd.,INE641B01011,BSE,Unknown,EQ
HFIL,HIMALAYA FOOD INTERNATIONAL LIMITED,INE552B01010,BSE,Unknown,EQ
SONALAD,Sonal Adhesives Ltd.,INE344I01017,BSE,Unknown,EQ
PADMAIND,Padmanabh Industries Limited,INE743D01011,BSE,Unknown,EQ
HRYNSHP,Hariyana Ship Breakers Ltd.,INE400G01011,BSE,Unknown,EQ
ARUNIS,ARUNIS ABODE LIMITED,INE377D01018,BSE,Unknown,EQ
VAICC,Vaishno Cement Co. Ltd.,INE116E01018,BSE,Unknown,EQ
TYROON,Tyroon Tea Co. Ltd.,INE945B01016,BSE,Unknown,EQ
WOODSVILA,Woodsvilla Limited,INE374J01020,BSE,Unknown,EQ
LASTMILE,LAST MILE ENTERPRISES LIMITED,INE404B01022,BSE,Unknown,EQ
GUJCRAFT,Gujarat Craft Industries Ltd.,INE372D01019,BSE,Unknown,EQ
HEERAISP,Heera Ispat Ltd.,INE025D01013,BSE,Unknown,EQ
DHOOTIN,Dhoot Industrial Finance Ltd.,INE313G01016,BSE,Unknown,EQ
CRIMSON,Crimson Metal Engineering Company Ltd,INE318P01016,BSE,Unknown,EQ
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,INE402H01015,BSE,Unknown,EQ
SAMYAKINT,Samyak International Limited,INE607G01011,BSE,Unknown,EQ
AADIIND,Aadi Industries Ltd,INE563D01013,BSE,Unknown,EQ
SANTOSHF,Santosh Fine-Fab Ltd.,INE612D01018,BSE,Unknown,EQ
SPARKLEGR,SPARKLE GOLD ROCK LIMITED,INE618F01010,BSE,Unknown,EQ
ACKNIT,Acknit Industries Ltd,INE326C01017,BSE,Unknown,EQ
TITANSEC,Titan Securities Ltd.,INE090D01017,BSE,Unknown,EQ
HRMNYCP,Harmony Capital Services Ltd.,INE264N01017,BSE,Unknown,EQ
VIVANZA,Vivanza Biosciences Limited,INE984E01035,BSE,Unknown,EQ
YASHRAJC,Yashraj Containeurs Ltd.,INE095C01018,BSE,Unknown,EQ
LORDSHOTL,Lords Ishwar Hotels Limited,INE689J01013,BSE,Unknown,EQ
ACEEDU,ACE EDUTREND LIMITED,INE715F01014,BSE,Unknown,EQ
PRADHIN,PRADHIN LIMITED,INE656B01027,BSE,Unknown,EQ
ANUPAM,ANUPAM FINSERV LIMITED,INE069B01023,BSE,Unknown,EQ
RAJPACK,Raj Packaging Industries Ltd.,INE639C01013,BSE,Unknown,EQ
NATRAJPR,Natraj Proteins Ltd.,INE444D01016,BSE,Unknown,EQ
SAMRATPH,Samrat Pharmachem Ltd.,INE103E01016,BSE,Unknown,EQ
NPRFIN,NPR Finance Ltd.,INE446D01011,BSE,Unknown,EQ
NILE,Nile Ltd.,INE445D01013,BSE,Unknown,EQ
AMCOIND,Amco India Ltd.,INE924B01011,BSE,Unknown,EQ
GYANDEV,Gyan Developers & Builders Ltd.,INE487G01018,BSE,Unknown,EQ
KISAN,Kisan Mouldings Ltd.,INE017C01012,BSE,Unknown,EQ
VIJAYTX,Vijay Textiles Ltd.,INE256G01033,BSE,Unknown,EQ
GARODCH,Garodia Chemicals Ltd.,INE236P01010,BSE,Unknown,EQ
KERALAYUR,Kerala Ayurveda Limited,INE817B01025,BSE,Unknown,EQ
MONGIPA,Moongipa Capital Finance Ltd.,INE153K01018,BSE,Unknown,EQ
DAULAT,Daulat Securities Ltd.,INE108C01019,BSE,Unknown,EQ
OSCARGLO,Oscar Global Ltd,INE473F01010,BSE,Unknown,EQ
ODYSSEY,Odyssey Technologies Ltd.,INE213B01019,BSE,Unknown,EQ
VKGLOBAL,VK Global Industries Limited,INE758B01013,BSE,Unknown,EQ
RSCINT,RSC International Limited,INE015F01019,BSE,Unknown,EQ
SURATRAML,Surat Trade and Mercantile Limited,INE936A01025,BSE,Unknown,EQ
ATHARVENT,Atharv Enterprises Limited,INE354E01031,BSE,Unknown,EQ
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMITED,INE365H01014,BSE,Unknown,EQ
KALLAM,KALLAM TEXTILES LTD,INE629F01025,BSE,Unknown,EQ
BRAWN,Brawn Biotech Limited,INE899B01015,BSE,Unknown,EQ
FORINTL,Fortune International Ltd.,INE501D01013,BSE,Unknown,EQ
KINGSINFR,Kings Infra Ventures Limited,INE050N01010,BSE,Unknown,EQ
SWOJAS,SWOJAS FOODS LIMITED,INE295B01016,BSE,Unknown,EQ
NUTRICIRCLE,Nutricircle Limited,INE536C01029,BSE,Unknown,EQ
SUBSM,Subhash Silk Mills Ltd.,INE690D01014,BSE,Unknown,EQ
AUROLAB,Auro Laboratories Ltd.,INE292C01011,BSE,Unknown,EQ
KJMCFIN,KJMC Financial Services Ltd.,INE533C01018,BSE,Unknown,EQ
ARYAMAN,Aryaman Financial Services Ltd.,INE032E01017,BSE,Unknown,EQ
BRIDGESE,Bridge Securities Ltd.,INE958C01025,BSE,Unknown,EQ
RISAINTL,Risa International Limited,INE001O01029,BSE,Unknown,EQ
RAJTUBE,Rajasthan Tube Mfg. Co,INE497E01020,BSE,Unknown,EQ
KAYPOWR,Kay Power And Paper Ltd,INE961B01013,BSE,Unknown,EQ
INTSTOIL,Inter State Oil Carrier Ltd,INE003B01014,BSE,Unknown,EQ
GLOBALCA,Global Capital Markets Ltd.,INE062C01042,BSE,Unknown,EQ
SAINIK,Sainik Finance and Industries Ltd,INE584B01013,BSE,Unknown,EQ
ARIGATO,ARIGATO UNIVERSE LIMITED,INE021N01011,BSE,Unknown,EQ
RICHUNV,Rich Universe Network Ltd,INE652D01014,BSE,Unknown,EQ
QUANTDIA,Quantum Digital Vision (India) Ltd.,INE373C01019,BSE,Unknown,EQ
SPCAPIT,S.P.Capital Financing Ltd.,INE102F01015,BSE,Unknown,EQ
PAOS,PAOS INDUSTRIES LIMITED,INE791C01012,BSE,Unknown,EQ
SHRAJOI,Shri Rajivlochan Oil Extraction Ltd,INE418K01015,BSE,Unknown,EQ
CHANDRAP,Chandra Prabhu International Ltd.,INE368D01025,BSE,Unknown,EQ
KIMIABL,KIMIA BIOSCIENCES LIMITED,INE285U01025,BSE,Unknown,EQ
HINDTIN,Hindustan Tin Works Ltd.,INE428D01019,BSE,Unknown,EQ
GODAVARI,Godavari Drugs Ltd.,INE362C01012,BSE,Unknown,EQ
MUKESHB,Mukesh Babu Financial Services Ltd.,INE596B01017,BSE,Unknown,EQ
KBSINDIA,KBS INDIA LIMITED,INE883D01023,BSE,Unknown,EQ
PRABHHANS,PRABHHANS INDUSTRIES LIMITED,INE428P01013,BSE,Unknown,EQ
VAMSHIRU,Vamshi Rubber Ltd.,INE380C01014,BSE,Unknown,EQ
VINYOFL,Vinyoflex Ltd.,INE526H01011,BSE,Unknown,EQ
JINDCAP,Jindal Capital Ltd.,INE356F01017,BSE,Unknown,EQ
EPIC,EPIC Energy Ltd.,INE932F01015,BSE,Unknown,EQ
SUMEDHA,Sumedha Fiscal Services Ltd.,INE886B01012,BSE,Unknown,EQ
KUWERIN,Kuwer Industries Ltd.,INE430F01010,BSE,Unknown,EQ
CHOKSI,CHOKSI ASIA LIMITED,INE865B01016,BSE,Unknown,EQ
ASHISHPO,Ashish Polyplast Ltd.,INE831C01016,BSE,Unknown,EQ
SHIVAAGRO,Shiva Global Agro Industries Limited,INE960E01019,BSE,Unknown,EQ
SIDDHA,Siddha Ventures Limited,INE140C01012,BSE,Unknown,EQ
SUMERUIND,Sumeru Industries Ltd.,INE764B01029,BSE,Unknown,EQ
RUNGTAIR,Rungta Irrigation Ltd.,INE347C01013,BSE,Unknown,EQ
GTTDATA,GTT DATA SOLUTIONS LIMITED,INE959B01017,BSE,Unknown,EQ
VALSONQ,Valson Industries Ltd.,INE808A01018,BSE,Unknown,EQ
SABOOSOD,Saboo Sodium Chloro Ltd.,INE440C01016,BSE,Unknown,EQ
GSLSEC,GSL Securities Ltd.,INE721D01017,BSE,Unknown,EQ
VIKRAMTH,Vikram Thermo (India) Ltd.,INE337E01010,BSE,Unknown,EQ
STRATMONT,STRATMONT INDUSTRIES LIMITED,INE473C01025,BSE,Unknown,EQ
AKCAPIT,A.K.Capital Services Ltd.,INE701G01012,BSE,Unknown,EQ
VIRAT,Virat Industries Ltd.,INE467D01017,BSE,Unknown,EQ
TERAI,Terai Tea Co. Ltd.,INE390D01011,BSE,Unknown,EQ
MANRAJH,Manraj Housing Finance Ltd.,INE948I01015,BSE,Unknown,EQ
COSCO,Cosco (India) ltd.,INE949B01018,BSE,Unknown,EQ
KENFIN,Ken Financial Services Ltd.,INE395E01018,BSE,Unknown,EQ
EXPLICITFIN,Explicit Finance Limited,INE335G01019,BSE,Unknown,EQ
LADDERUP,Ladderup Finance Ltd.,INE519D01015,BSE,Unknown,EQ
EKAMLEA,Ekam Leasing & Finance Co. Ltd.,INE906L01025,BSE,Unknown,EQ
SWASTIKA,Swastika Investmart Ltd,INE691C01022,BSE,Unknown,EQ
PRIMAPLA,Prima Plastics Ltd.,INE573B01016,BSE,Unknown,EQ
TELECANOR,TeleCanor Global Limited,INE381G01013,BSE,Unknown,EQ
JAGSONSER,JAGSONPAL SERVICES LIMITED,INE582C01015,BSE,Unknown,EQ
CARNATIN,Carnation Industries Ltd.,INE081B01028,BSE,Unknown,EQ
STURDY,Sturdy Industries Ltd.,INE134F01026,BSE,Unknown,EQ
GARGFUR,Garg Furnace Ltd.,INE194E01015,BSE,Unknown,EQ
AAIL,Akar Auto Industries Limited,INE864E01021,BSE,Unknown,EQ
VIPULORG,Vipul Organics Limited,INE834D01018,BSE,Unknown,EQ
GOYALASS,Goyal Associates Ltd.,INE912B01032,BSE,Unknown,EQ
ZENITHHE,Zenith Health Care Ltd.,INE812B01026,BSE,Unknown,EQ
ACEENGITEC,ACE ENGITECH LIMITED,INE035401020,BSE,Unknown,EQ
YORKEXP,York Exports Ltd.,INE057Q01018,BSE,Unknown,EQ
PITHP,Pithampur Poly Products Ltd.,INE747D01012,BSE,Unknown,EQ
LYKISLTD,Lykis Limited,INE624M01014,BSE,Unknown,EQ
PRIMEPRO,Prime Property Development Corporation Ltd.,INE233C01023,BSE,Unknown,EQ
ZENLABS,Zenlabs Ethica Limited,INE546F01013,BSE,Unknown,EQ
ANIRIT,ANIRIT VENTURES LIMITED,INE161F01011,BSE,Unknown,EQ
GOWRALE,Gowra Leasing & Finance Ltd.,INE225G01012,BSE,Unknown,EQ
JAGANLAM,Jagan Lamps Ltd.,INE144C01014,BSE,Unknown,EQ
ASITCFIN,Asit C Mehta Financial Services Limited,INE041B01014,BSE,Unknown,EQ
ENCODE,ENCODE PACKAGING INDIA LIMITED,INE900O01014,BSE,Unknown,EQ
SUPERBAK,Super Bakers (India) Ltd.,INE897A01011,BSE,Unknown,EQ
OVOBELE,Ovobel Foods Ltd.,INE812S01012,BSE,Unknown,EQ
ACSTECH,ACS TECHNOLOGIES LIMITED,INE366C01021,BSE,Unknown,EQ
CHALLANI,CHALLANI CAPITAL LIMITED,INE807A01010,BSE,Unknown,EQ
CORNE,Coral Newsprints Ltd.,INE715D01019,BSE,Unknown,EQ
SHENTRA,Shentracon Chemicals Ltd.,INE0OUS01011,BSE,Unknown,EQ
AGARWAL,AGARWAL FORTUNE INDIA LIMITED,INE510B01018,BSE,Unknown,EQ
KLGCAP,KLG Capital Services Ltd.,INE929C01018,BSE,Unknown,EQ
DYNAMICP,Dynamic Protfolio Management & Serv,INE118C01018,BSE,Unknown,EQ
INLANPR,Inland Printers Ltd.,INE055O01033,BSE,Unknown,EQ
CEEJAY,Ceejay Finance Limited,INE358C01010,BSE,Unknown,EQ
SUNCITYSY,Suncity Synthetics Ltd.,INE584D01019,BSE,Unknown,EQ
SHGANEL,Shree Ganesh Elastoplast Ltd,INE400N01017,BSE,Unknown,EQ
ANNAINFRA,Anna Infrastructures Ltd,INE336D01014,BSE,Unknown,EQ
