Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
GARWARPOLY,GARWAR POLYESTERS LTD.,INE291A01017,BE,GARWARPOLY.NS,GARWARPOLY,GRWRHITECH,500655.0
GARWARSHIP,GARWARE SHIPPING CORP. LT,INE091701016,EQ,GARWARSHIP.NS,GARWARSHIP,,
GATECH,GACM TECHNOLOGIES LIMITED,INE224E01028,BE,GATECH.NS,GATECH,GATECH,531723.0
GATECH-RE1,GACM TECHNO LTD,INE224E20036,BE,GATECH-RE1.NS,GATECH-RE1,,
GATECHDVR,GACM TECHNOLOGIES LIMITED,INE224E01036,BE,GATECHDVR.NS,GATECHDVR,GATECHDVR,570005.0
GATEWAY,GATEWAY DISTRIPARKS LTD,INE079J01017,BE,GATEWAY.NS,GATEWAY,GATEWAY,543489.0
GAYAHWS,GAYATRI HIGHWAYS LIMITED,INE287Z01012,BE,GAYAHWS.NS,GAYAHWS,GAYAHWS,541546.0
GAYAPROJ,GAYATRI PROJECTS LTD,INE336H01023,BE,GAYAPROJ.NS,GAYAPROJ,,
GBGLOBAL,GB GLOBAL LIMITED,INE087J01028,BE,GBGLOBAL.NS,GBGLOBAL,,
GCHOTELS,GRAND CONTINENT HOTELS L,INE12E301017,SM,GCHOTELS.NS,GCHOTELS,,
GCSL,GRETEX CORPORATE SERVICES,INE199P01028,BE,GCSL.NS,GCSL,GCSL,543324.0
GDL,GATEWAY DISTRIPARKS LTD.,INE852F01015,BE,GDL.NS,GDL,,
GECALSTHOM,ALSTOM LTD,INE200A01018,BE,GECALSTHOM.NS,GECALSTHOM,,
GEECEE,GEECEE VENTURES LIMITED,INE916G01016,BE,GEECEE.NS,GEECEE,GEECEE,532764.0
GEEKAYEXIM,GEEKAY EXIM (I) LTD,INE451601012,EQ,GEEKAYEXIM.NS,GEEKAYEXIM,,
GEEKAYWIRE,GEEKAY WIRES LIMITED,INE669X01024,BE,GEEKAYWIRE.NS,GEEKAYWIRE,,
GEEKAYWIRE,GEEKAY WIRES LIMITED,INE669X01016,SM,GEEKAYWIRE.NS,GEEKAYWIRE,,
GEMAROMA,GEM AROMATICS LIMITED,INE06XZ01023,BE,GEMAROMA.NS,GEMAROMA,GEMAROMA,544491.0
GEMSPIN,GEM SPINNERS (I) LTD,INE092501019,EQ,GEMSPIN.NS,GEMSPIN,,
GENCON,GENERIC ENG CONS PROJ LTD,INE854S01022,BE,GENCON.NS,GENCON,GENCON,539407.0
GENESYS,GENESYS INTL CORPN LTD,INE727B01026,BE,GENESYS.NS,GENESYS,GENESYS,506109.0
GENSOL,GENSOL ENGINEERING LTD,INE06H201014,BE,GENSOL.NS,GENSOL,,
GENUSPAPER,GENUS P&B LIMITED,INE949P01018,BE,GENUSPAPER.NS,GENUSPAPER,GENUSPAPER,538961.0
GENUSPOWER,GENUS POWER INFRASTRU LTD,INE955D01029,BE,GENUSPOWER.NS,GENUSPOWER,GENUSPOWER,530343.0
GEOJITFSL,GEOJIT FINANCIAL SER L,INE007B01023,BE,GEOJITFSL.NS,GEOJITFSL,GEOJITFSL,532285.0
GEORGFISCH,GEORG FISCHER - ROLL SETT,INE131C01011,BE,GEORGFISCH.NS,GEORGFISCH,DISAQ,500068.0
GERMANREM,GERMANREM-DEP SETT,INE382A01014,BE,GERMANREM.NS,GERMANREM,,
GESHIP,THE GE SHPG.LTD,INE017A01032,BE,GESHIP.NS,GESHIP,GESHIP,500620.0
GESTETNER,GESTETNERINDIA-ROLLSETT,INE223C01016,BE,GESTETNER.NS,GESTETNER,,
GFLLIMITED,GFL LIMITED,INE538A01037,BE,GFLLIMITED.NS,GFLLIMITED,GFLLIMITED,500173.0
GFSTEELS,GRAND FOUNDRY LTD,INE534A01028,BE,GFSTEELS.NS,GFSTEELS,,
GGBL,GANESH GREEN BHARAT LTD,INE0R8C01018,SM,GGBL.NS,GGBL,,
GHCL,GHCL LIMITED,INE539A01019,BE,GHCL.NS,GHCL,GHCL,500171.0
GHCLTEXTIL,GHCL TEXTILES LIMITED,INE0PA801013,BE,GHCLTEXTIL.NS,GHCLTEXTIL,GHCLTEXTIL,543918.0
GICBAL,GIC MUTUAL FUND-BAL FD,INE451001015,BE,GICBAL.NS,GICBAL,,
GICHSGFIN,GIC HOUSING FINANCE LTD.,INE289B01019,BE,GICHSGFIN.NS,GICHSGFIN,GICHSGFIN,511676.0
GICL,GLOBE INTL CARRIERS LTD,INE947T01014,SM,GICL.NS,GICL,,
GICRE,GENERAL INS CORP OF INDIA,INE481Y01014,BE,GICRE.NS,GICRE,GICRE,540755.0
GILLANDERS,GILLANDERS ARBUTHNOT LTD,INE047B01011,BE,GILLANDERS.NS,GILLANDERS,GILLANDERS,532716.0
GILLETTE,GILLETTE INDIA L-DEP SETT,INE322A01010,BE,GILLETTE.NS,GILLETTE,GILLETTE,507815.0
GILT5YBEES,RELCAPAMC - NETFGILT5Y,INF204KC1030,EQ,GILT5YBEES.NS,GILT5YBEES,,
GINNIFILA,GINNIFILAMENTS LTD.,INE424C01010,BE,GINNIFILA.NS,GINNIFILA,GINNIFILA,590025.0
GIPCL,GUJ IND POW CO - DEP RS,INE162A01010,BE,GIPCL.NS,GIPCL,GIPCL,517300.0
GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,INE614Z01017,SM,GIRIRAJ.NS,GIRIRAJ,,
GITANJALI,GITANJALI GEMS LIMITED,INE346H01014,BE,GITANJALI.NS,GITANJALI,,
GKENERGY,GK ENERGY LIMITED,INE1AG301022,BE,GKENERGY.NS,GKENERGY,GKENERGY,544525.0
GKWLIMITED,GKW LIMITED,INE528A01020,BE,GKWLIMITED.NS,GKWLIMITED,,
GLAND,GLAND PHARMA LIMITED,INE068V01023,BE,GLAND.NS,GLAND,GLAND,543245.0
GLAXO,GLAXOSMITHKLINE PHARMA LT,INE159A01016,BE,GLAXO.NS,GLAXO,GLAXO,500660.0
GLENMARK,GLENMARK PHARMACEUTICALS,INE935A01035,BE,GLENMARK.NS,GLENMARK,GLENMARK,532296.0
GLFL,GUJARAT LEASE FINANCING L,INE540A01017,BE,GLFL.NS,GLFL,GLFL,500174.0
GLOBABOARD,GLOBAL BOARDS LTD,INE085D01017,BE,GLOBABOARD.NS,GLOBABOARD,,
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01011,SM,GLOBAL.NS,GLOBAL,,
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01037,BE,GLOBAL.NS,GLOBAL,,
GLOBALE,GLOBALE TESSILE LIMITED,INE0URU01010,BE,GLOBALE.NS,GLOBALE,GLOBALE,544234.0
GLOBALPET,GLOBAL PET INDUSTRIES LTD,INE0PS501019,SM,GLOBALPET.NS,GLOBALPET,,
GLOBALVECT,GLOBAL VEC HELICORP LTD,INE792H01019,BE,GLOBALVECT.NS,GLOBALVECT,GLOBALVECT,532773.0
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01013,SM,GLOBE.NS,GLOBE,,
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01021,BE,GLOBE.NS,GLOBE,,
GLOBE-RE1,GLOBE TEXTILES LTD,INE581X20021,BE,GLOBE-RE1.NS,GLOBE-RE1,,
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,INE0V3U01015,BE,GLOBECIVIL.NS,GLOBECIVIL,GLOBECIVIL,544424.0
GLOBOFFS,GLOBAL OFFSHORE SERV LTD,INE446C01013,BE,GLOBOFFS.NS,GLOBOFFS,GLOBOFFS,501848.0
GLOBUSSPR,GLOBUS SPIRITS LTD,INE615I01010,BE,GLOBUSSPR.NS,GLOBUSSPR,GLOBUSSPR,533104.0
GLOSTERLTD,GLOSTER LIMITED,INE350Z01018,BE,GLOSTERLTD.NS,GLOSTERLTD,GLOSTERLTD,542351.0
GMBREW,GM BREWERIES LTD,INE075D01018,BE,GMBREW.NS,GMBREW,GMBREW,507488.0
GMDCLTD,GUJARAT MINERAL DEV CORP,INE131A01031,BE,GMDCLTD.NS,GMDCLTD,GMDCLTD,532181.0
GML,GALAXY MEDICARE LIMITED,INE09A801015,SM,GML.NS,GML,,
GMMPFAUDLR,GMM PFAUDLER LIMITED,INE541A01023,BE,GMMPFAUDLR.NS,GMMPFAUDLR,GMMPFAUDLR,505255.0
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,BE,GMRAIRPORT.NS,GMRAIRPORT,GMRAIRPORT,532754.0
GMRPUI,GMR POW AND URBAN INFRA L,INE0CU601026,BE,GMRPUI.NS,GMRP&UI,GMRP&UI,543490.0
GMRVASAVI,GMR TECHNOLOGIES & INDUST,INE353B01013,BE,GMRVASAVI.NS,GMRVASAVI,,
GMSIND,G M S INDUSTRIES (I) LTD,INE549201015,EQ,GMSIND.NS,GMSIND,,
GNA,GNA AXLES LIMITED,INE934S01014,BE,GNA.NS,GNA,GNA,540124.0
GNFC,GUJ NAR VAL FER & CHEM L,INE113A01013,BE,GNFC.NS,GNFC,GNFC,500670.0
GOACARBON,GOA CARBON LIMITED,INE426D01013,BE,GOACARBON.NS,GOACARBON,GOACARBON,509567.0
GOCLCORP,GOCL CORPORATION LIMITED,INE077F01035,BE,GOCLCORP.NS,GOCLCORP,GOCLCORP,506480.0
GOCOLORS,GO FASHION INDIA LTD,INE0BJS01011,BE,GOCOLORS.NS,GOCOLORS,GOCOLORS,543401.0
GODAVARIB,GODAVARI BIOREFINERIES L,INE497S01012,BE,GODAVARIB.NS,GODAVARIB,GODAVARIB,544279.0
GODFRYPHLP,GODFREY PHILIPS-DEPO,INE260B01028,BE,GODFRYPHLP.NS,GODFRYPHLP,GODFRYPHLP,500163.0
GODHA,GODHA CABCON INSULAT LTD,INE925Y01010,SM,GODHA.NS,GODHA,,
GODHA,GODHA CABCON INSULAT LTD,INE925Y01036,BE,GODHA.NS,GODHA,,
GODIGIT,GO DIGIT GENERAL INS LTD,INE03JT01014,BE,GODIGIT.NS,GODIGIT,GODIGIT,544179.0
GODREJAGRO,GODREJ AGROVET LIMITED,INE850D01014,BE,GODREJAGRO.NS,GODREJAGRO,GODREJAGRO,540743.0
GODREJCP,GODREJ CONSUMER PRODUCTS,INE102D01028,BE,GODREJCP.NS,GODREJCP,GODREJCP,532424.0
GODREJIND,GODREJ INDUSTRIES LTD,INE233A01035,BE,GODREJIND.NS,GODREJIND,GODREJIND,500164.0
GODREJPROP,GODREJ PROPERTIES LTD,INE484J01027,BE,GODREJPROP.NS,GODREJPROP,GODREJPROP,533150.0
GOENKA,GOENKA DIAMOND&JEWELS LTD,INE516K01024,BE,GOENKA.NS,GOENKA,GOENKA,533189.0
GOKEX,GOKALDAS EXPORTS LTD.,INE887G01027,BE,GOKEX.NS,GOKEX,GOKEX,532630.0
GOKUL,GOKUL REFOILS & SOLV LTD,INE020J01029,BE,GOKUL.NS,GOKUL,GOKUL,532980.0
GOKULAGRO,GOKUL AGRO RESOURCES LTD,INE314T01025,BE,GOKULAGRO.NS,GOKULAGRO,GOKULAGRO,539725.0
GOLCRESFIN,GOLDCREST FINANCE (I) LTD,INE096401018,EQ,GOLCRESFIN.NS,GOLCRESFIN,,
GOLD1,KOTAK GOLD ETF,INF174KA1HJ8,EQ,GOLD1.NS,GOLD1,GOLD1,590097.0
GOLD360,360ONEAMC - GOLD360,INF579M01BB5,EQ,GOLD360.NS,GOLD360,GOLD360,544375.0
GOLDBEES,NIP IND ETF GOLD BEES,INF204KB17I5,EQ,GOLDBEES.NS,GOLDBEES,GOLDBEES,590095.0
GOLDCASE,ZERODHAAMC - GOLDCASE,INF0R8F01042,EQ,GOLDCASE.NS,GOLDCASE,GOLDCASE,544132.0
GOLDENTOBC,GOLDEN TOBACCO LIMITED,INE973A01010,BE,GOLDENTOBC.NS,GOLDENTOBC,GOLDENTOBC,500151.0
GOLDETF,MIRAEAMC - MAGOLDETF,INF769K01JP9,EQ,GOLDETF.NS,GOLDETF,GOLDETF,543781.0
GOLDETFADD,DSPAMC - DSPGOLDETF,INF740KA1SW3,EQ,GOLDETFADD.NS,GOLDETFADD,GOLDETFADD,543903.0
GOLDIAM,GOLDIAM INTERNATIONAL LTD,INE025B01025,BE,GOLDIAM.NS,GOLDIAM,GOLDIAM,526729.0
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,EQ,GOLDIETF.NS,GOLDIETF,GOLDIETF,533244.0
GOLDKART,GOLDKART JEWELS LIMITED,INE06MH01016,SM,GOLDKART.NS,GOLDKART,,
GOLDSHARE,UTI GOLD ETF,INF789F1AUX7,EQ,GOLDSHARE.NS,GOLDSHARE,GOLDSHARE,590101.0
GOLDSTAR,GOLDSTAR POWER LIMITED,INE405Y01021,SM,GOLDSTAR.NS,GOLDSTAR,,
GOLDTECH,AION-TECH SOLUTIONS LTD,INE805A01014,BE,GOLDTECH.NS,GOLDTECH,GOLDTECH,531439.0
GONTERPEIP,GONTERMANN PEIPERS DEPO,INE530A01018,BE,GONTERPEIP.NS,GONTERPEIP,,
GOODLUCK,GOODLUCK INDIA LIMITED,INE127I01024,BE,GOODLUCK.NS,GOODLUCK,GOODLUCK,530655.0
GOODRICKE,GOODRICKE GRP LTD,INE300A01016,BE,GOODRICKE.NS,GOODRICKE,GOODRICKE,500166.0
GOODVALUE,GOOD VALUE MARKETING CO.,INE097901016,EQ,GOODVALUE.NS,GOODVALUE,,
GOODYEAR,GOODYEAR INDIA LIMITED,INE533A01012,BE,GOODYEAR.NS,GOODYEAR,GOODYEAR,500168.0
GOPAL,GOPAL SNACKS LIMITED,INE0L9R01028,BE,GOPAL.NS,GOPAL,GOPAL,544140.0
GORDONHERB,GORDON HERBERT LTD,INE098401016,EQ,GORDONHERB.NS,GORDONHERB,,
GOVINRUBER,GOVIND RUBBER-ROLL SETT,INE011C01015,BE,GOVINRUBER.NS,GOVINRUBER,,
GOYALALUM,GOYAL ALUMINIUMS LIMITED,INE705X01026,BE,GOYALALUM.NS,GOYALALUM,GOYALALUM,541152.0
GOYALSALT,GOYAL SALT LIMITED,INE0QFE01017,SM,GOYALSALT.NS,GOYALSALT,,
GPECO,GP ECO SOLUTIONS INDIA L,INE0S7E01015,SM,GPECO.NS,GPECO,,
GPIL,GODAWARI POW & ISP LTD,INE177H01039,BE,GPIL.NS,GPIL,GPIL,532734.0
GPPL,GUJARAT PIPAVAV PORT LTD,INE517F01014,BE,GPPL.NS,GPPL,GPPL,533248.0
GPTHEALTH,GPT HEALTHCARE LIMITED,INE486R01017,BE,GPTHEALTH.NS,GPTHEALTH,GPTHEALTH,544131.0
GPTINFRA,GPT INFRAPROJECTS LTD,INE390G01014,BE,GPTINFRA.NS,GPTINFRA,GPTINFRA,533761.0
GRANDFONRY,GRAND FOUNDRY LTD,INE534A01010,BE,GRANDFONRY.NS,GRANDFONRY,,
GRANULES,GRANULES INDIA LIMITED,INE101D01020,BE,GRANULES.NS,GRANULES,GRANULES,532482.0
GRAPCOMIN,GRAPCO MINING AND CO. LTD,INE099401015,EQ,GRAPCOMIN.NS,GRAPCOMIN,,
GRAPHISAD,GRAPHISADS LIMITED,INE0POU01017,SM,GRAPHISAD.NS,GRAPHISAD,,
GRAPHITE,GRAPHITE INDIA LTD,INE371A01025,BE,GRAPHITE.NS,GRAPHITE,GRAPHITE,509488.0
GRASIM,GRASIM-DEPO SETT,INE047A01021,BE,GRASIM.NS,GRASIM,GRASIM,500300.0
GRAUWEIL,GRAUER & WEIL IND LTD,INE266D01021,BE,GRAUWEIL.NS,GRAUWEIL,GRAUWEIL,505710.0
GRAVITA,GRAVITA INDIA LIMITED,INE024L01027,BE,GRAVITA.NS,GRAVITA,GRAVITA,533282.0
GRCL,GAYATRI RUBB AND CHEM LTD,INE0LVM01018,SM,GRCL.NS,GRCL,,
GREAVESCOT,GREAVES COTTON LTD.,INE224A01026,BE,GREAVESCOT.NS,GREAVESCOT,GREAVESCOT,501455.0
GREEN-RE1,ORIENT GREEN POWER CO LTD,INE999K20022,BE,GREEN-RE1.NS,GREEN-RE1,,
GREENCHEF,GREENCHEF APPLIANCES LTD,INE0O7P01015,SM,GREENCHEF.NS,GREENCHEF,,
GREENLAM,GREENLAM INDUSTRIES LTD.,INE544R01021,BE,GREENLAM.NS,GREENLAM,GREENLAM,538979.0
GREENPANEL,GREENPANEL INDUSTRIES LTD,INE08ZM01014,BE,GREENPANEL.NS,GREENPANEL,GREENPANEL,542857.0
GREENPLY,GREENPLYINDUS,INE461C01038,BE,GREENPLY.NS,GREENPLY,GREENPLY,526797.0
GREENPOWER,ORIENT GREEN POWER CO LTD,INE999K01014,BE,GREENPOWER.NS,GREENPOWER,GREENPOWER,533263.0
GRETEX,GRETEX INDUSTRIES LTD.,INE985P01012,SM,GRETEX.NS,GRETEX,,
GRINDWELL,GRINDWELL NORTON LIMITED,INE536A01023,BE,GRINDWELL.NS,GRINDWELL,GRINDWELL,506076.0
GRINFRA,G R INFRAPROJECTS LIMITED,INE201P01022,BE,GRINFRA.NS,GRINFRA,GRINFRA,543317.0
GRINWELNOR,GRINDWELL NORTON LTD.,INE536A01015,BE,GRINWELNOR.NS,GRINWELNOR,,
GRMOVER,GRM OVERSEAS LIMITED,INE192H01020,BE,GRMOVER.NS,GRMOVER,GRMOVER,531449.0
GROBTEA,THE GROB TEA COMPANY LTD,INE646C01018,BE,GROBTEA.NS,GROBTEA,,
GROWWDEFNC,GROWWAMC - GROWWDEFNC,INF666M01IO8,EQ,GROWWDEFNC.NS,GROWWDEFNC,,
GROWWEV,GROWWAMC - GROWWEV,INF666M01IH2,EQ,GROWWEV.NS,GROWWEV,,
GROWWGOLD,GROWWAMC - GROWWGOLD,INF666M01IW1,EQ,GROWWGOLD.NS,GROWWGOLD,,
GROWWLIQID,GROWWAMC - GROWWLIQID,INF666M01IP5,EQ,GROWWLIQID.NS,GROWWLIQID,,
GROWWLOVOL,GROWWAMC - GROWWLOVOL,INF666M01LB9,EQ,GROWWLOVOL.NS,GROWWLOVOL,,
GROWWMOM50,GROWWAMC - GROWWMOM50,INF666M01KJ4,EQ,GROWWMOM50.NS,GROWWMOM50,,
GROWWN200,GROWWAMC - GROWWN200,INF666M01JV1,EQ,GROWWN200.NS,GROWWN200,,
GROWWNET,GROWWAMC - GROWWNET,INF666M01LI4,EQ,GROWWNET.NS,GROWWNET,,
GROWWNIFTY,GROWWAMC - GROWWNIFTY,INF666M01LL8,EQ,GROWWNIFTY.NS,GROWWNIFTY,,
GROWWNXT50,GROWWAMC - GROWWNXT50,INF666M01LZ8,EQ,GROWWNXT50.NS,GROWWNXT50,,
GROWWPOWER,GROWWAMC - GROWWPOWER,INF666M01LM6,EQ,GROWWPOWER.NS,GROWWPOWER,GROWWPOWER,544473.0
GROWWRAIL,GROWWAMC - GROWWRAIL,INF666M01JJ6,EQ,GROWWRAIL.NS,GROWWRAIL,,
GROWWSLVR,GROWWAMC - GROWWSLVR,INF666M01LA1,EQ,GROWWSLVR.NS,GROWWSLVR,,
GRPLTD,GRP LIMITED,INE137I01015,BE,GRPLTD.NS,GRPLTD,GRPLTD,509152.0
GRSE,GARDEN REACH SHIP&ENG LTD,INE382Z01011,BE,GRSE.NS,GRSE,GRSE,542011.0
GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,INE542A01039,BE,GSCLCEMENT.NS,GSCLCEMENT,,
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,INF209KC1142,EQ,GSEC10ABSL.NS,GSEC10ABSL,,
GSEC10IETF,ICICIPRAMC - ICICI10GS,INF109KC18O0,EQ,GSEC10IETF.NS,GSEC10IETF,,
GSEC10YEAR,MIRAEAMC - MAGS813ETF,INF769K01KF8,EQ,GSEC10YEAR.NS,GSEC10YEAR,,
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,INF109KC14A8,EQ,GSEC5IETF.NS,GSEC5IETF,GSEC5IETF,543480.0
GSFC,GSFC - DEPO SETT,INE026A01025,BE,GSFC.NS,GSFC,GSFC,500690.0
GSL,GSL (I) LTD,INE184901010,EQ,GSL.NS,GSL,,
GSLSU,GLOBAL SURFACES LIMITED,INE0JSX01015,BE,GSLSU.NS,GSLSU,GSLSU,543829.0
GSMFOILS,GSM FOILS LIMITED,INE0SQY01018,SM,GSMFOILS.NS,GSMFOILS,,
GSPL,GUJARAT STATE PETRO LTD,INE246F01010,BE,GSPL.NS,GSPL,GSPL,532702.0
GSS,GSS INFOTECH LIMITED,INE871H01011,BE,GSS.NS,GSS,GSS,532951.0
GSTL,GLOBESECURE TECHNO LTD,INE00WS01056,SM,GSTL.NS,GSTL,,
GTECJAINX,G-TEC JAINX EDUCATION LTD,INE586X01012,BE,GTECJAINX.NS,GTECJAINX,,
GTL,GTL LTD,INE043A01012,BE,GTL.NS,GTL,GTL,500160.0
GTLINFRA,GTL INFRA.LTD,INE221H01019,BE,GTLINFRA.NS,GTLINFRA,GTLINFRA,532775.0
GTNIND,GTN INDUSTRIES LIMITED,INE537A01013,BE,GTNIND.NS,GTNIND,GTNINDS,500170.0
GTNTEX,GTN TEXTILES LIMITED,INE302H01017,BE,GTNTEX.NS,GTNTEX,GTNTEX,532744.0
GTPL,GTPL HATHWAY LIMITED,INE869I01013,BE,GTPL.NS,GTPL,GTPL,540602.0
GUFICBIO,GUFIC BIOSCIENCES LTD.,INE742B01025,BE,GUFICBIO.NS,GUFICBIO,GUFICBIO,509079.0
GUJALKALI,GUJRAT AL & CHEMICALS LTD,INE186A01019,BE,GUJALKALI.NS,GUJALKALI,GUJALKALI,530001.0
GUJAPOLLO,GUJ. APOLLO IND. LTD.,INE826C01016,BE,GUJAPOLLO.NS,GUJAPOLLO,GUJAPOLLO,522217.0
GUJBOROSIL,GUJARATBOROSIL-ROLL SETT,INE059C01014,BE,GUJBOROSIL.NS,GUJBOROSIL,,
GUJCOTEX,GUJARAT COTEX LTD,INE452201010,EQ,GUJCOTEX.NS,GUJCOTEX,,
GUJGASLTD,GUJARAT GAS LIMITED,INE844O01030,BE,GUJGASLTD.NS,GUJGASLTD,GUJGASLTD,539336.0
GUJNRECOKE,GUJARAT N R E COKE LTD,INE110D01013,BE,GUJNRECOKE.NS,GUJNRECOKE,,
GUJNREDVR,GUJ NRE DVR  B  CLASS,IN9110D01011,BE,GUJNREDVR.NS,GUJNREDVR,,
GUJOPTICAL,GUJARAT OPTICAL COMM LTD,INE452401016,EQ,GUJOPTICAL.NS,GUJOPTICAL,,
GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,INE610B01024,BE,GUJRAFFIA.NS,GUJRAFFIA,GUJRAFFIA,523836.0
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE261B01018,EQ,GUJRATTELE.NS,GUJRATTELE,,
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE452601011,BE,GUJRATTELE.NS,GUJRATTELE,,
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,INE942C01045,BE,GUJTHEM.NS,GUJTHEM,GUJTHEM,506879.0
GUJTHEMIS,GUJARAT THEMIS BIOSYN LTD,INE183701015,EQ,GUJTHEMIS.NS,GUJTHEMIS,,
GULFOILLUB,GULF OIL LUB. IND. LTD.,INE635Q01029,BE,GULFOILLUB.NS,GULFOILLUB,GULFOILLUB,538567.0
GULFPETRO,GP PETROLEUMS LIMITED,INE586G01017,BE,GULFPETRO.NS,GULFPETRO,GULFPETRO,532543.0
GULPOLY,GULSHAN POLYOLS LIMITED,INE255D01024,BE,GULPOLY.NS,GULPOLY,GULPOLY,532457.0
GURUNANAK,GURUNANAK AGRICULTUR IN L,INE1CCX01012,SM,GURUNANAK.NS,GURUNANAK,,
GVKPIL,GVK POW. & INFRA LTD.,INE251H01024,BE,GVKPIL.NS,GVKPIL,GVKPIL,532708.0
GVPIL,GE POWER INDIA LIMITED,INE878A01011,BE,GVPIL.NS,GVPIL,GVPIL,532309.0
GVPTECH,GVP INFOTECH LIMITED,INE382T01030,BE,GVPTECH.NS,GVPTECH,,
GVTD,GE VERNOVA T&D INDIA LTD,INE200A01026,BE,GVTD.NS,GVT&D,GVTD,522275.0
HAL,HINDUSTAN AERONAUTICS LTD,INE066F01020,BE,HAL.NS,HAL,HAL,541154.0
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,INE419U01012,BE,HAPPSTMNDS.NS,HAPPSTMNDS,HAPPSTMNDS,543227.0
HAPPYFORGE,HAPPY FORGINGS LIMITED,INE330T01021,BE,HAPPYFORGE.NS,HAPPYFORGE,HAPPYFORGE,544057.0
HARDWYN,HARDWYN INDIA LIMITED,INE626Z01029,BE,HARDWYN.NS,HARDWYN,HARDWYN,541276.0
HARIAEXPO,HARIAEXPORTS-ROLL SETT,INE772B01014,BE,HARIAEXPO.NS,HARIAEXPO,HARIAEXPO,512604.0
HARIGCRANK,HARIG CRANKSHAFTS LTD,INE180501012,EQ,HARIGCRANK.NS,HARIGCRANK,,
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,INE00EV01017,BE,HARIOMPIPE.NS,HARIOMPIPE,HARIOMPIPE,543517.0
HARITASEAT,HARITA SEATING SYS. LTD,INE939D01015,BE,HARITASEAT.NS,HARITASEAT,,
HARRMALAYA,HARRISONS MALAYALAM,INE544A01019,BE,HARRMALAYA.NS,HARRMALAYA,HARRMALAYA,500467.0
HARSHA,HARSHA ENGINEERS INT LTD,INE0JUS01029,BE,HARSHA.NS,HARSHA,HARSHA,543600.0
HARYANPETR,HARYANA PETROCHEMICALS LT,INE174901012,EQ,HARYANPETR.NS,HARYANPETR,,
HATHWAY,HATHWAY CABLE & DATACOM,INE982F01036,BE,HATHWAY.NS,HATHWAY,HATHWAY,533162.0
HATSUN,HATSUN AGRO PRODUCT LTD.,INE473B01035,BE,HATSUN.NS,HATSUN,HATSUN,531531.0
HAVELLS,HAVELLSINDIA,INE176B01034,BE,HAVELLS.NS,HAVELLS,HAVELLS,517354.0
HAVISHA,SRI HAVISHA HOSP & INFR L,INE293B01029,BE,HAVISHA.NS,HAVISHA,HAVISHA,531322.0
HAWKINCOOK,HAWKINSCOOKERS-ROLL SETT,INE979B01015,BE,HAWKINCOOK.NS,HAWKINCOOK,HAWKINCOOK,508486.0
HBLENGINE,HBL ENGINEERING LTD,INE292B01021,BE,HBLENGINE.NS,HBLENGINE,HBLENGINE,517271.0
HBSL,HB STOCKHOLDINGS LIMITED,INE550B01022,BE,HBSL.NS,HBSL,HBSL,532216.0
HCC,HINDUSTAN CONSTRUC,INE549A01026,BE,HCC.NS,HCC,HCC,500185.0
HCG,HEALTHCARE GLOB. ENT. LTD,INE075I01017,BE,HCG.NS,HCG,HCG,539787.0
HCL-INSYS,HCL INFOSYSTEMS-DEPO SETT,INE236A01020,BE,HCL-INSYS.NS,HCL-INSYS,HCL-INSYS,500179.0
HCLTECH,HCL TECHNOLOGIES LTD,INE860A01027,BE,HCLTECH.NS,HCLTECH,HCLTECH,532281.0
HDBFS,HDB FINANCIAL SERVICES L,INE756I01012,BE,HDBFS.NS,HDBFS,HDBFS,544429.0
HDFC,HDFC LTD- DEPO SETT.,INE001A01036,BE,HDFC.NS,HDFC,,
HDFCAMC,HDFC AMC LIMITED,INE127D01025,BE,HDFCAMC.NS,HDFCAMC,HDFCAMC,541729.0
HDFCBANK,HDFC BANK-DEPO. SETT.,INE040A01034,BE,HDFCBANK.NS,HDFCBANK,HDFCBANK,500180.0
HDFCBSE500,HDFCAMC - HDFCBSE500,INF179KC1EZ4,EQ,HDFCBSE500.NS,HDFCBSE500,HDFCBSE500,543774.0
HDFCGOLD,HDFC GOLD ETF,INF179KC1981,EQ,HDFCGOLD.NS,HDFCGOLD,HDFCGOLD,533230.0
HDFCGROWTH,HDFCAMC - HDFCGROWTH,INF179KC1DJ0,EQ,HDFCGROWTH.NS,HDFCGROWTH,HDFCGROWTH,543607.0
