symbol,company,isin,exchange,sector,series
FORBESGOK,FORBES GOKAK LTD,INE518A01013,NSE,Unknown,BE
FORCAS,FORCAS STUDIO LIMITED,INE0U2501017,NSE,Unknown,SM
FORCEMOT,FORCE MOTORS LIMITED,INE451A01017,NSE,Unknown,BE
FORGEAUTO,FORGE AUTO INTERNATION L,INE0YKW01013,NSE,Unknown,SM
FORTIS,FORTIS HEALTHCARE LTD,INE061F01013,NSE,Unknown,BE
FORTISFIN,FORTIS FIN SERV LTD,INE991C01018,NSE,Unknown,BE
FOSECOIND,FOSECO INDIA LTD,INE519A01011,NSE,Unknown,BE
FOURTHDIM,FOURTH DIMEN. SOLUT. LTD,INE382T01014,NSE,Unknown,SM
FRESHARA,FRESHARA AGRO EXPORTS LTD,INE0SFW01015,NSE,Unknown,SM
FRETAIL,FUTURE RETAIL LIMITED,INE752P01024,NSE,Unknown,BE
FROG,FROG CELLSAT LIMITED,INE385O01018,NSE,Unknown,SM
FSC,FUTURE SUPP CHAIN SOL LTD,INE935Q01015,NSE,Unknown,BE
FSL,FIRSTSOURCE SOLU. LTD.,INE684F01012,NSE,Unknown,BE
FULFORD,FULFORD (I) LTD,INE521A01017,NSE,Unknown,BE
FUSION,FUSION FINANCE LIMITED,INE139R01012,NSE,Unknown,BE
GABRIEL,GABRIEL INDIA LTD,INE524A01029,NSE,Unknown,BE
GAEL,GUJARAT AMB EXP LTD,INE036B01030,NSE,Unknown,BE
GAIL,GAIL (INDIA) LTD,INE129A01019,NSE,Unknown,BE
GAJANAND,GAJANAND INTERNATIONAL L,INE0QTE01018,NSE,Unknown,SM
GALAPREC,GALA PRECISION ENG LTD,INE0RE001014,NSE,Unknown,BE
GALAXYSURF,GALAXY SURFACTANTS LTD,INE600K01018,NSE,Unknown,BE
GALLANTT,GALLANTT ISPAT LIMITED,INE297H01019,NSE,Unknown,BE
GALLISPAT,GALLANTT ISPAT LTD,INE528K01029,NSE,Unknown,BE
GALPOWTEL,GALADAPOWER&TELE-ROLL SET,INE255C01018,NSE,Unknown,BE
GAMMONIND,GAMMON INDIA LTD,INE259B01020,NSE,Unknown,BE
GANDHAR,GANDHAR OIL REFINE IND L,INE717W01049,NSE,Unknown,BE
GANDHITUBE,GANDHI SPL. TUBES LTD,INE524B01027,NSE,Unknown,BE
GANECOS,GANESHA ECOSPHERE LIMITED,INE845D01014,NSE,Unknown,BE
GANESHANHY,GANESH ANHYDRIDE LTD-DEPO,INE418A01016,NSE,Unknown,BE
GANESHBE,GANESH BENZOPLAST LIMITED,INE388A01029,NSE,Unknown,BE
GANESHBENZ,GANESH BENZOPLAST LTD.,INE388A01011,NSE,Unknown,BE
GANESHCP,GANESH CONSUMER PRODUCT L,INE652V01016,NSE,Unknown,BE
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,NSE,Unknown,BE
GANESHIN,GANESH INFRAWORLD LIMITED,INE0TVT01024,NSE,Unknown,SM
GANGABATH,GANGA BATH FITTINGS LTD,INE0ZI101018,NSE,Unknown,SM
GANGAFORGE,GANGA FORGING LIMITED,INE691Z01023,NSE,Unknown,BE
GANGAFORGE,GANGA FORGING LIMITED,INE691Z01015,NSE,Unknown,SM
GANGESSECU,GANGES SECURITIES LIMITED,INE335W01016,NSE,Unknown,BE
GANGOTEX,GANGOTRI TEXTILES LTD,INE548101018,NSE,Unknown,EQ
GANGOTEX,GANGOTRITEXTILES-ROLLSETT,INE670B01010,NSE,Unknown,BE
GANGOTRI,GANGOTRI TEXTILES LTD.,INE670B01028,NSE,Unknown,BE
GARDENSILK,GARDEN SILK MILLS LTD.,INE526A01016,NSE,Unknown,BE
GARFIBRES,GARWARE TECH FIBRES LTD,INE276A01018,NSE,Unknown,BE
GARUDA,GARUDA CONSTRUCT N ENG L,INE0JVO01026,NSE,Unknown,BE
GARWARPOLY,GARWAR POLYESTERS LTD.,INE291A01017,NSE,Unknown,BE
GARWARSHIP,GARWARE SHIPPING CORP. LT,INE091701016,NSE,Unknown,EQ
GATECH,GACM TECHNOLOGIES LIMITED,INE224E01028,NSE,Unknown,BE
GATECH-RE1,GACM TECHNO LTD,INE224E20036,NSE,Unknown,BE
GATECHDVR,GACM TECHNOLOGIES LIMITED,INE224E01036,NSE,Unknown,BE
GATEWAY,GATEWAY DISTRIPARKS LTD,INE079J01017,NSE,Unknown,BE
GAYAHWS,GAYATRI HIGHWAYS LIMITED,INE287Z01012,NSE,Unknown,BE
GAYAPROJ,GAYATRI PROJECTS LTD,INE336H01023,NSE,Unknown,BE
GBGLOBAL,GB GLOBAL LIMITED,INE087J01028,NSE,Unknown,BE
GCHOTELS,GRAND CONTINENT HOTELS L,INE12E301017,NSE,Unknown,SM
GCSL,GRETEX CORPORATE SERVICES,INE199P01028,NSE,Unknown,BE
GDL,GATEWAY DISTRIPARKS LTD.,INE852F01015,NSE,Unknown,BE
GECALSTHOM,ALSTOM LTD,INE200A01018,NSE,Unknown,BE
GEECEE,GEECEE VENTURES LIMITED,INE916G01016,NSE,Unknown,BE
GEEKAYEXIM,GEEKAY EXIM (I) LTD,INE451601012,NSE,Unknown,EQ
GEEKAYWIRE,GEEKAY WIRES LIMITED,INE669X01024,NSE,Unknown,BE
GEEKAYWIRE,GEEKAY WIRES LIMITED,INE669X01016,NSE,Unknown,SM
GEMAROMA,GEM AROMATICS LIMITED,INE06XZ01023,NSE,Unknown,BE
GEMSPIN,GEM SPINNERS (I) LTD,INE092501019,NSE,Unknown,EQ
GENCON,GENERIC ENG CONS PROJ LTD,INE854S01022,NSE,Unknown,BE
GENESYS,GENESYS INTL CORPN LTD,INE727B01026,NSE,Unknown,BE
GENSOL,GENSOL ENGINEERING LTD,INE06H201014,NSE,Unknown,BE
GENUSPAPER,GENUS P&B LIMITED,INE949P01018,NSE,Unknown,BE
GENUSPOWER,GENUS POWER INFRASTRU LTD,INE955D01029,NSE,Unknown,BE
GEOJITFSL,GEOJIT FINANCIAL SER L,INE007B01023,NSE,Unknown,BE
GEORGFISCH,GEORG FISCHER - ROLL SETT,INE131C01011,NSE,Unknown,BE
GERMANREM,GERMANREM-DEP SETT,INE382A01014,NSE,Unknown,BE
GESHIP,THE GE SHPG.LTD,INE017A01032,NSE,Unknown,BE
GESTETNER,GESTETNERINDIA-ROLLSETT,INE223C01016,NSE,Unknown,BE
GFLLIMITED,GFL LIMITED,INE538A01037,NSE,Unknown,BE
GFSTEELS,GRAND FOUNDRY LTD,INE534A01028,NSE,Unknown,BE
GGBL,GANESH GREEN BHARAT LTD,INE0R8C01018,NSE,Unknown,SM
GHCL,GHCL LIMITED,INE539A01019,NSE,Unknown,BE
GHCLTEXTIL,GHCL TEXTILES LIMITED,INE0PA801013,NSE,Unknown,BE
GICBAL,GIC MUTUAL FUND-BAL FD,INE451001015,NSE,Unknown,BE
GICHSGFIN,GIC HOUSING FINANCE LTD.,INE289B01019,NSE,Unknown,BE
GICL,GLOBE INTL CARRIERS LTD,INE947T01014,NSE,Unknown,SM
GICRE,GENERAL INS CORP OF INDIA,INE481Y01014,NSE,Unknown,BE
GILLANDERS,GILLANDERS ARBUTHNOT LTD,INE047B01011,NSE,Unknown,BE
GILLETTE,GILLETTE INDIA L-DEP SETT,INE322A01010,NSE,Unknown,BE
GILT5YBEES,RELCAPAMC - NETFGILT5Y,INF204KC1030,NSE,Unknown,EQ
GINNIFILA,GINNIFILAMENTS LTD.,INE424C01010,NSE,Unknown,BE
GIPCL,GUJ IND POW CO - DEP RS,INE162A01010,NSE,Unknown,BE
GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,INE614Z01017,NSE,Unknown,SM
GITANJALI,GITANJALI GEMS LIMITED,INE346H01014,NSE,Unknown,BE
GKENERGY,GK ENERGY LIMITED,INE1AG301022,NSE,Unknown,BE
GKWLIMITED,GKW LIMITED,INE528A01020,NSE,Unknown,BE
GLAND,GLAND PHARMA LIMITED,INE068V01023,NSE,Unknown,BE
GLAXO,GLAXOSMITHKLINE PHARMA LT,INE159A01016,NSE,Unknown,BE
GLENMARK,GLENMARK PHARMACEUTICALS,INE935A01035,NSE,Unknown,BE
GLFL,GUJARAT LEASE FINANCING L,INE540A01017,NSE,Unknown,BE
GLOBABOARD,GLOBAL BOARDS LTD,INE085D01017,NSE,Unknown,BE
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01011,NSE,Unknown,SM
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01037,NSE,Unknown,BE
GLOBALE,GLOBALE TESSILE LIMITED,INE0URU01010,NSE,Unknown,BE
GLOBALPET,GLOBAL PET INDUSTRIES LTD,INE0PS501019,NSE,Unknown,SM
GLOBALVECT,GLOBAL VEC HELICORP LTD,INE792H01019,NSE,Unknown,BE
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01013,NSE,Unknown,SM
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01021,NSE,Unknown,BE
GLOBE-RE1,GLOBE TEXTILES LTD,INE581X20021,NSE,Unknown,BE
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,INE0V3U01015,NSE,Unknown,BE
GLOBOFFS,GLOBAL OFFSHORE SERV LTD,INE446C01013,NSE,Unknown,BE
GLOBUSSPR,GLOBUS SPIRITS LTD,INE615I01010,NSE,Unknown,BE
GLOSTERLTD,GLOSTER LIMITED,INE350Z01018,NSE,Unknown,BE
GMBREW,GM BREWERIES LTD,INE075D01018,NSE,Unknown,BE
GMDCLTD,GUJARAT MINERAL DEV CORP,INE131A01031,NSE,Unknown,BE
GML,GALAXY MEDICARE LIMITED,INE09A801015,NSE,Unknown,SM
GMMPFAUDLR,GMM PFAUDLER LIMITED,INE541A01023,NSE,Unknown,BE
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,NSE,Unknown,BE
GMRPUI,GMR POW AND URBAN INFRA L,INE0CU601026,NSE,Unknown,BE
GMRVASAVI,GMR TECHNOLOGIES & INDUST,INE353B01013,NSE,Unknown,BE
GMSIND,G M S INDUSTRIES (I) LTD,INE549201015,NSE,Unknown,EQ
GNA,GNA AXLES LIMITED,INE934S01014,NSE,Unknown,BE
GNFC,GUJ NAR VAL FER & CHEM L,INE113A01013,NSE,Unknown,BE
GOACARBON,GOA CARBON LIMITED,INE426D01013,NSE,Unknown,BE
GOCLCORP,GOCL CORPORATION LIMITED,INE077F01035,NSE,Unknown,BE
GOCOLORS,GO FASHION INDIA LTD,INE0BJS01011,NSE,Unknown,BE
GODAVARIB,GODAVARI BIOREFINERIES L,INE497S01012,NSE,Unknown,BE
GODFRYPHLP,GODFREY PHILIPS-DEPO,INE260B01028,NSE,Unknown,BE
GODHA,GODHA CABCON INSULAT LTD,INE925Y01010,NSE,Unknown,SM
GODHA,GODHA CABCON INSULAT LTD,INE925Y01036,NSE,Unknown,BE
GODIGIT,GO DIGIT GENERAL INS LTD,INE03JT01014,NSE,Unknown,BE
GODREJAGRO,GODREJ AGROVET LIMITED,INE850D01014,NSE,Unknown,BE
GODREJCP,GODREJ CONSUMER PRODUCTS,INE102D01028,NSE,Unknown,BE
GODREJIND,GODREJ INDUSTRIES LTD,INE233A01035,NSE,Unknown,BE
GODREJPROP,GODREJ PROPERTIES LTD,INE484J01027,NSE,Unknown,BE
GOENKA,GOENKA DIAMOND&JEWELS LTD,INE516K01024,NSE,Unknown,BE
GOKEX,GOKALDAS EXPORTS LTD.,INE887G01027,NSE,Unknown,BE
GOKUL,GOKUL REFOILS & SOLV LTD,INE020J01029,NSE,Unknown,BE
GOKULAGRO,GOKUL AGRO RESOURCES LTD,INE314T01025,NSE,Unknown,BE
GOLCRESFIN,GOLDCREST FINANCE (I) LTD,INE096401018,NSE,Unknown,EQ
GOLD1,KOTAK GOLD ETF,INF174KA1HJ8,NSE,Unknown,EQ
GOLD360,360ONEAMC - GOLD360,INF579M01BB5,NSE,Unknown,EQ
GOLDBEES,NIP IND ETF GOLD BEES,INF204KB17I5,NSE,Unknown,EQ
GOLDCASE,ZERODHAAMC - GOLDCASE,INF0R8F01042,NSE,Unknown,EQ
GOLDENTOBC,GOLDEN TOBACCO LIMITED,INE973A01010,NSE,Unknown,BE
GOLDETF,MIRAEAMC - MAGOLDETF,INF769K01JP9,NSE,Unknown,EQ
GOLDETFADD,DSPAMC - DSPGOLDETF,INF740KA1SW3,NSE,Unknown,EQ
GOLDIAM,GOLDIAM INTERNATIONAL LTD,INE025B01025,NSE,Unknown,BE
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,NSE,Unknown,EQ
GOLDKART,GOLDKART JEWELS LIMITED,INE06MH01016,NSE,Unknown,SM
GOLDSHARE,UTI GOLD ETF,INF789F1AUX7,NSE,Unknown,EQ
GOLDSTAR,GOLDSTAR POWER LIMITED,INE405Y01021,NSE,Unknown,SM
GOLDTECH,AION-TECH SOLUTIONS LTD,INE805A01014,NSE,Unknown,BE
GONTERPEIP,GONTERMANN PEIPERS DEPO,INE530A01018,NSE,Unknown,BE
GOODLUCK,GOODLUCK INDIA LIMITED,INE127I01024,NSE,Unknown,BE
GOODRICKE,GOODRICKE GRP LTD,INE300A01016,NSE,Unknown,BE
GOODVALUE,GOOD VALUE MARKETING CO.,INE097901016,NSE,Unknown,EQ
GOODYEAR,GOODYEAR INDIA LIMITED,INE533A01012,NSE,Unknown,BE
GOPAL,GOPAL SNACKS LIMITED,INE0L9R01028,NSE,Unknown,BE
GORDONHERB,GORDON HERBERT LTD,INE098401016,NSE,Unknown,EQ
GOVINRUBER,GOVIND RUBBER-ROLL SETT,INE011C01015,NSE,Unknown,BE
GOYALALUM,GOYAL ALUMINIUMS LIMITED,INE705X01026,NSE,Unknown,BE
GOYALSALT,GOYAL SALT LIMITED,INE0QFE01017,NSE,Unknown,SM
GPECO,GP ECO SOLUTIONS INDIA L,INE0S7E01015,NSE,Unknown,SM
GPIL,GODAWARI POW & ISP LTD,INE177H01039,NSE,Unknown,BE
GPPL,GUJARAT PIPAVAV PORT LTD,INE517F01014,NSE,Unknown,BE
GPTHEALTH,GPT HEALTHCARE LIMITED,INE486R01017,NSE,Unknown,BE
GPTINFRA,GPT INFRAPROJECTS LTD,INE390G01014,NSE,Unknown,BE
GRANDFONRY,GRAND FOUNDRY LTD,INE534A01010,NSE,Unknown,BE
GRANULES,GRANULES INDIA LIMITED,INE101D01020,NSE,Unknown,BE
GRAPCOMIN,GRAPCO MINING AND CO. LTD,INE099401015,NSE,Unknown,EQ
GRAPHISAD,GRAPHISADS LIMITED,INE0POU01017,NSE,Unknown,SM
GRAPHITE,GRAPHITE INDIA LTD,INE371A01025,NSE,Unknown,BE
GRASIM,GRASIM-DEPO SETT,INE047A01021,NSE,Unknown,BE
GRAUWEIL,GRAUER & WEIL IND LTD,INE266D01021,NSE,Unknown,BE
GRAVITA,GRAVITA INDIA LIMITED,INE024L01027,NSE,Unknown,BE
GRCL,GAYATRI RUBB AND CHEM LTD,INE0LVM01018,NSE,Unknown,SM
GREAVESCOT,GREAVES COTTON LTD.,INE224A01026,NSE,Unknown,BE
GREEN-RE1,ORIENT GREEN POWER CO LTD,INE999K20022,NSE,Unknown,BE
GREENCHEF,GREENCHEF APPLIANCES LTD,INE0O7P01015,NSE,Unknown,SM
GREENLAM,GREENLAM INDUSTRIES LTD.,INE544R01021,NSE,Unknown,BE
GREENPANEL,GREENPANEL INDUSTRIES LTD,INE08ZM01014,NSE,Unknown,BE
GREENPLY,GREENPLYINDUS,INE461C01038,NSE,Unknown,BE
GREENPOWER,ORIENT GREEN POWER CO LTD,INE999K01014,NSE,Unknown,BE
GRETEX,GRETEX INDUSTRIES LTD.,INE985P01012,NSE,Unknown,SM
GRINDWELL,GRINDWELL NORTON LIMITED,INE536A01023,NSE,Unknown,BE
GRINFRA,G R INFRAPROJECTS LIMITED,INE201P01022,NSE,Unknown,BE
GRINWELNOR,GRINDWELL NORTON LTD.,INE536A01015,NSE,Unknown,BE
GRMOVER,GRM OVERSEAS LIMITED,INE192H01020,NSE,Unknown,BE
GROBTEA,THE GROB TEA COMPANY LTD,INE646C01018,NSE,Unknown,BE
GROWWDEFNC,GROWWAMC - GROWWDEFNC,INF666M01IO8,NSE,Unknown,EQ
GROWWEV,GROWWAMC - GROWWEV,INF666M01IH2,NSE,Unknown,EQ
GROWWGOLD,GROWWAMC - GROWWGOLD,INF666M01IW1,NSE,Unknown,EQ
GROWWLIQID,GROWWAMC - GROWWLIQID,INF666M01IP5,NSE,Unknown,EQ
GROWWLOVOL,GROWWAMC - GROWWLOVOL,INF666M01LB9,NSE,Unknown,EQ
GROWWMOM50,GROWWAMC - GROWWMOM50,INF666M01KJ4,NSE,Unknown,EQ
GROWWN200,GROWWAMC - GROWWN200,INF666M01JV1,NSE,Unknown,EQ
GROWWNET,GROWWAMC - GROWWNET,INF666M01LI4,NSE,Unknown,EQ
GROWWNIFTY,GROWWAMC - GROWWNIFTY,INF666M01LL8,NSE,Unknown,EQ
GROWWNXT50,GROWWAMC - GROWWNXT50,INF666M01LZ8,NSE,Unknown,EQ
GROWWPOWER,GROWWAMC - GROWWPOWER,INF666M01LM6,NSE,Unknown,EQ
GROWWRAIL,GROWWAMC - GROWWRAIL,INF666M01JJ6,NSE,Unknown,EQ
GROWWSLVR,GROWWAMC - GROWWSLVR,INF666M01LA1,NSE,Unknown,EQ
GRPLTD,GRP LIMITED,INE137I01015,NSE,Unknown,BE
GRSE,GARDEN REACH SHIP&ENG LTD,INE382Z01011,NSE,Unknown,BE
GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,INE542A01039,NSE,Unknown,BE
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,INF209KC1142,NSE,Unknown,EQ
GSEC10IETF,ICICIPRAMC - ICICI10GS,INF109KC18O0,NSE,Unknown,EQ
GSEC10YEAR,MIRAEAMC - MAGS813ETF,INF769K01KF8,NSE,Unknown,EQ
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,INF109KC14A8,NSE,Unknown,EQ
GSFC,GSFC - DEPO SETT,INE026A01025,NSE,Unknown,BE
GSL,GSL (I) LTD,INE184901010,NSE,Unknown,EQ
GSLSU,GLOBAL SURFACES LIMITED,INE0JSX01015,NSE,Unknown,BE
GSMFOILS,GSM FOILS LIMITED,INE0SQY01018,NSE,Unknown,SM
GSPL,GUJARAT STATE PETRO LTD,INE246F01010,NSE,Unknown,BE
GSS,GSS INFOTECH LIMITED,INE871H01011,NSE,Unknown,BE
GSTL,GLOBESECURE TECHNO LTD,INE00WS01056,NSE,Unknown,SM
GTECJAINX,G-TEC JAINX EDUCATION LTD,INE586X01012,NSE,Unknown,BE
GTL,GTL LTD,INE043A01012,NSE,Unknown,BE
GTLINFRA,GTL INFRA.LTD,INE221H01019,NSE,Unknown,BE
GTNIND,GTN INDUSTRIES LIMITED,INE537A01013,NSE,Unknown,BE
GTNTEX,GTN TEXTILES LIMITED,INE302H01017,NSE,Unknown,BE
GTPL,GTPL HATHWAY LIMITED,INE869I01013,NSE,Unknown,BE
GUFICBIO,GUFIC BIOSCIENCES LTD.,INE742B01025,NSE,Unknown,BE
GUJALKALI,GUJRAT AL & CHEMICALS LTD,INE186A01019,NSE,Unknown,BE
GUJAPOLLO,GUJ. APOLLO IND. LTD.,INE826C01016,NSE,Unknown,BE
GUJBOROSIL,GUJARATBOROSIL-ROLL SETT,INE059C01014,NSE,Unknown,BE
GUJCOTEX,GUJARAT COTEX LTD,INE452201010,NSE,Unknown,EQ
GUJGASLTD,GUJARAT GAS LIMITED,INE844O01030,NSE,Unknown,BE
GUJNRECOKE,GUJARAT N R E COKE LTD,INE110D01013,NSE,Unknown,BE
GUJNREDVR,GUJ NRE DVR  B  CLASS,IN9110D01011,NSE,Unknown,BE
GUJOPTICAL,GUJARAT OPTICAL COMM LTD,INE452401016,NSE,Unknown,EQ
GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,INE610B01024,NSE,Unknown,BE
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE261B01018,NSE,Unknown,EQ
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE452601011,NSE,Unknown,BE
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,INE942C01045,NSE,Unknown,BE
GUJTHEMIS,GUJARAT THEMIS BIOSYN LTD,INE183701015,NSE,Unknown,EQ
GULFOILLUB,GULF OIL LUB. IND. LTD.,INE635Q01029,NSE,Unknown,BE
GULFPETRO,GP PETROLEUMS LIMITED,INE586G01017,NSE,Unknown,BE
GULPOLY,GULSHAN POLYOLS LIMITED,INE255D01024,NSE,Unknown,BE
GURUNANAK,GURUNANAK AGRICULTUR IN L,INE1CCX01012,NSE,Unknown,SM
GVKPIL,GVK POW. & INFRA LTD.,INE251H01024,NSE,Unknown,BE
GVPIL,GE POWER INDIA LIMITED,INE878A01011,NSE,Unknown,BE
GVPTECH,GVP INFOTECH LIMITED,INE382T01030,NSE,Unknown,BE
GVTD,GE VERNOVA T&D INDIA LTD,INE200A01026,NSE,Unknown,BE
HAL,HINDUSTAN AERONAUTICS LTD,INE066F01020,NSE,Unknown,BE
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,INE419U01012,NSE,Unknown,BE
HAPPYFORGE,HAPPY FORGINGS LIMITED,INE330T01021,NSE,Unknown,BE
HARDWYN,HARDWYN INDIA LIMITED,INE626Z01029,NSE,Unknown,BE
HARIAEXPO,HARIAEXPORTS-ROLL SETT,INE772B01014,NSE,Unknown,BE
HARIGCRANK,HARIG CRANKSHAFTS LTD,INE180501012,NSE,Unknown,EQ
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,INE00EV01017,NSE,Unknown,BE
HARITASEAT,HARITA SEATING SYS. LTD,INE939D01015,NSE,Unknown,BE
HARRMALAYA,HARRISONS MALAYALAM,INE544A01019,NSE,Unknown,BE
HARSHA,HARSHA ENGINEERS INT LTD,INE0JUS01029,NSE,Unknown,BE
HARYANPETR,HARYANA PETROCHEMICALS LT,INE174901012,NSE,Unknown,EQ
HATHWAY,HATHWAY CABLE & DATACOM,INE982F01036,NSE,Unknown,BE
HATSUN,HATSUN AGRO PRODUCT LTD.,INE473B01035,NSE,Unknown,BE
HAVELLS,HAVELLSINDIA,INE176B01034,NSE,Unknown,BE
HAVISHA,SRI HAVISHA HOSP & INFR L,INE293B01029,NSE,Unknown,BE
HAWKINCOOK,HAWKINSCOOKERS-ROLL SETT,INE979B01015,NSE,Unknown,BE
HBLENGINE,HBL ENGINEERING LTD,INE292B01021,NSE,Unknown,BE
HBSL,HB STOCKHOLDINGS LIMITED,INE550B01022,NSE,Unknown,BE
HCC,HINDUSTAN CONSTRUC,INE549A01026,NSE,Unknown,BE
HCG,HEALTHCARE GLOB. ENT. LTD,INE075I01017,NSE,Unknown,BE
HCL-INSYS,HCL INFOSYSTEMS-DEPO SETT,INE236A01020,NSE,Unknown,BE
HCLTECH,HCL TECHNOLOGIES LTD,INE860A01027,NSE,Unknown,BE
HDBFS,HDB FINANCIAL SERVICES L,INE756I01012,NSE,Unknown,BE
HDFC,HDFC LTD- DEPO SETT.,INE001A01036,NSE,Unknown,BE
HDFCAMC,HDFC AMC LIMITED,INE127D01025,NSE,Unknown,BE
HDFCBANK,HDFC BANK-DEPO. SETT.,INE040A01034,NSE,Unknown,BE
HDFCBSE500,HDFCAMC - HDFCBSE500,INF179KC1EZ4,NSE,Unknown,EQ
HDFCGOLD,HDFC GOLD ETF,INF179KC1981,NSE,Unknown,EQ
HDFCGROWTH,HDFCAMC - HDFCGROWTH,INF179KC1DJ0,NSE,Unknown,EQ
HDFCLIFE,HDFC LIFE INS CO LTD,INE795G01014,NSE,Unknown,BE
HDFCLIQUID,HDFCAMC - HDFCLIQUID,INF179KC1JG3,NSE,Unknown,EQ
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,INF179KC1HU8,NSE,Unknown,EQ
HDFCMID150,HDFCAMC - HDFCMID150,INF179KC1HT0,NSE,Unknown,EQ
HDFCMOMENT,HDFCAMC - HDFCMOMENT,INF179KC1HV6,NSE,Unknown,EQ
HDFCNEXT50,HDFCAMC - HDFCNEXT50,INF179KC1HS2,NSE,Unknown,EQ
HDFCNIF100,HDFCAMC - HDFCNIF100,INF179KC1HR4,NSE,Unknown,EQ
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,INF179KC1HY0,NSE,Unknown,EQ
HDFCNIFIT,HDFCAMC - HDFCNIFIT,INF179KC1IA8,NSE,Unknown,EQ
HDFCNIFTY,HDFCAMC - HDFCNIFTY,INF179KC1965,NSE,Unknown,EQ
HDFCPSUBK,HDFCAMC HDFCPSUBK,INF179KC1HW4,NSE,Unknown,EQ
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,INF179KC1HZ7,NSE,Unknown,EQ
HDFCQUAL,HDFCAMC - HDFCQUAL,INF179KC1DL6,NSE,Unknown,EQ
HDFCSENSEX,HDFCAMC - HDFCSENSEX,INF179KC1HX2,NSE,Unknown,EQ
HDFCSILVER,HDFCAMC - HDFCSILVER,INF179KC1DI2,NSE,Unknown,EQ
HDFCSML250,HDFCAMC - HDFCSML250,INF179KC1FB2,NSE,Unknown,EQ
HDFCVALUE,HDFCAMC - HDFCVALUE,INF179KC1DK8,NSE,Unknown,EQ
HDIL,HOUSING DEV & INFRA LTD,INE191I01012,NSE,Unknown,BE
HEADSUP,HEADS UP VENTURES LIMITED,INE759V01019,NSE,Unknown,BE
HEALTHADD,DSPAMC - HEALTHADD,INF740KA1UF4,NSE,Unknown,EQ
HEALTHIETF,ICICIPRAMC - ICICIPHARM,INF109KC1Q72,NSE,Unknown,EQ
HEALTHY,BIRLASLAMC - HEALTHY,INF209KB10C2,NSE,Unknown,EQ
HECPROJECT,HEC INFRA PROJECTS LTD,INE558R01013,NSE,Unknown,BE
HEG,HEG LIMITED,INE545A01024,NSE,Unknown,BE
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,INE578A01017,NSE,Unknown,BE
HEMIPROP,HEMISPHERE PROP IND LTD,INE0AJG01018,NSE,Unknown,BE
HERANBA,HERANBA INDUSTRIES LTD,INE694N01015,NSE,Unknown,BE
HERBETSON,HERBETSONS LTD,INE176301013,NSE,Unknown,BE
HERCULES,HERCULES HOI. LTD.,INE688E01024,NSE,Unknown,BE
HERDIOXIDE,HERDILLIA OXIDES & ELECTR,INE176501018,NSE,Unknown,EQ
HERITGFOOD,HERITAGE FOODS LTD,INE978A01027,NSE,Unknown,BE
HEROMOTOCO,HERO MOTOCORP LIMITED,INE158A01026,NSE,Unknown,BE
HESTERBIO,HESTER BIOSCIENCES LTD,INE782E01017,NSE,Unknown,BE
HEUBACHIND,HEUBACH COLORANTS IND LTD,INE492A01029,NSE,Unknown,BE
HEXATRADEX,HEXA TRADEX LIMITED,INE750M01017,NSE,Unknown,BE
HEXAWARE,HEXAWARE TECHNOLOGIES LTD,INE093A01033,NSE,Unknown,BE
HEXT,HEXAWARE TECHNOLOGIES LTD,INE093A01041,NSE,Unknown,BE
HFCL,HFCL LIMITED,INE548A01028,NSE,Unknown,BE
HGINFRA,H.G.INFRA ENGINEERING LTD,INE926X01010,NSE,Unknown,BE
HGM,HANDSON GBL MNGMNT LTD,INE596H01014,NSE,Unknown,BE
HGS,HINDUJA GLOBAL SOLS. LTD.,INE170I01016,NSE,Unknown,BE
HIGHGROUND,HIGH GROUND ENTP LTD,INE361M01021,NSE,Unknown,BE
HIGREEN,HI GREEN CARBON LIMITED,INE0PIC01017,NSE,Unknown,SM
HIKAL,HIKALLIMITED,INE475B01022,NSE,Unknown,BE
HILINFRA,HIGHWAY INFRASTRUCTURE L,INE00RL01028,NSE,Unknown,BE
HILTON,HILTON METAL FORGING LTD,INE788H01017,NSE,Unknown,BE
HIMADCHEM,HIMADRI CHEMICALS AND IND,INE019C01026,NSE,Unknown,EQ
